Id_Cryptocurrency,Cryptocurrency
1321,GOODCOIN
1322,KUMACOIN
1323,CARPEDIEMCOIN
1324,DIRAC
1325,NEW UNIVERSAL DOLLAR
1326,MINERALS
1327,GLYPH
1328,COCOCOIN
1329,WAVECOIN
1330,SHINYCOIN
1331,VEILCOIN
1332,SSVCOIN
1333,TECHCOIN
1334,ROXCOIN
1335,PSEUDOCASH
1336,TORCOIN
1337,AEGIS
1338,NAVAJO
1339,SHIELDCOIN
1340,REVOCOIN
1341,N5COIN
1342,INSTANT
1343,LOTTOSHARES
1344,KEYCOIN
1345,ARCOIN
1346,GROUPCOIN
1347,RAWCOIN
1348,QUIDCOIN
1349,ROOTCOIN
1350,DOSCOIN
1351,SONICSCREWDRIVER
1352,BLACKTOKEN
1353,DOUBLEEAGLE
1354,MONETA
1355,AXRON
1356,NEWWORLDORDERCOIN
1357,DARKTOKEN
1358,ARCHCOIN
1359,FLEXIBLECOIN
1360,MARYJANE
1361,RUBLE
1362,COINOMAT
1363,COPPERLARK
1364,DEEPCOIN
1365,NIBBLE
1366,TICKETS
1367,NANOTOKEN
1368,GULDENCOIN
1369,MONOCLE
1370,NXTTYCOIN
1371,AIMCOIN
1372,HIROCOIN
1373,MURRAYCOIN
1374,SWARM
1375,XCLOUDCOIN
1376,GHOSTCOIN (GHC)
1377,GHOSTCOIN (GHOST)
1378,BCT COIN
1379,EKITA
1380,GAMERHOLICCOIN
1381,ORTHOCOIN
1382,PELECOIN
1383,PROZCOIN
1384,SEEDCOIN
1385,SKYNET
1386,TOMATOCOIN
1387,VEXCOIN
1388,VIDIO
